ticket_id,created_date,product,feature,severity,summary,status,resolved_days
T00739,2025-07-29,IOS-XE,BGP peering,low,Customer reports bgp peering on IOS-XE; intermittent since last change window.,open,
T00740,2025-07-21,NX-OS,CPU spike,high,Customer reports cpu spike on NX-OS; intermittent since last change window.,resolved,2
T00741,2025-08-01,IOS-XE,Config sync,high,Customer reports config sync on IOS-XE; intermittent since last change window.,resolved,13
T00742,2025-08-19,UCS,Firmware upgrade,critical,Customer reports firmware upgrade on UCS; intermittent since last change window.,open,
T00743,2025-09-13,IOS-XE,Memory leak,low,Customer reports memory leak on IOS-XE; intermittent since last change window.,pending,
T00744,2025-10-27,UCS,Config sync,high,Customer reports config sync on UCS; intermittent since last change window.,pending,
T00745,2025-12-21,Meraki,BGP peering,high,Customer reports bgp peering on Meraki; intermittent since last change window.,open,
T00746,2025-12-03,Meraki,License activation,low,Customer reports license activation on Meraki; intermittent since last change window.,resolved,7
T00747,2025-11-08,Webex,Auth failure,low,Customer reports auth failure on Webex; intermittent since last change window.,pending,
T00748,2025-05-31,UCS,DNS resolution,low,Customer reports dns resolution on UCS; intermittent since last change window.,resolved,12
T00749,2025-09-20,ASA,DNS resolution,medium,Customer reports dns resolution on ASA; intermittent since last change window.,resolved,12
T00750,2025-10-11,Webex,BGP peering,low,Customer reports bgp peering on Webex; intermittent since last change window.,resolved,11
T00751,2025-06-26,Webex,VPN tunnel drop,high,Customer reports vpn tunnel drop on Webex; intermittent since last change window.,pending,
T00752,2025-04-02,Meraki,Memory leak,medium,Customer reports memory leak on Meraki; intermittent since last change window.,resolved,13
T00753,2025-06-30,Meraki,CPU spike,medium,Customer reports cpu spike on Meraki; intermittent since last change window.,resolved,7
T00754,2025-12-12,Webex,Packet loss,medium,Customer reports packet loss on Webex; intermittent since last change window.,resolved,7
T00755,2025-01-07,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,open,
T00756,2025-01-29,NX-OS,BGP peering,high,Customer reports bgp peering on NX-OS; intermittent since last change window.,pending,
T00757,2025-12-16,ASA,VPN tunnel drop,low,Customer reports vpn tunnel drop on ASA; intermittent since last change window.,resolved,4
T00758,2025-10-05,IOS-XE,Interface flapping,medium,Customer reports interface flapping on IOS-XE; intermittent since last change window.,resolved,11
T00759,2025-10-15,NX-OS,Auth failure,medium,Customer reports auth failure on NX-OS; intermittent since last change window.,resolved,13
T00760,2025-12-23,ASA,Firmware upgrade,low,Customer reports firmware upgrade on ASA; intermittent since last change window.,resolved,7
T00761,2025-12-17,ASA,HA failover,low,Customer reports ha failover on ASA; intermittent since last change window.,resolved,4
T00762,2025-11-14,UCS,DNS resolution,critical,Customer reports dns resolution on UCS; intermittent since last change window.,resolved,11
T00763,2025-07-08,Meraki,Memory leak,medium,Customer reports memory leak on Meraki; intermittent since last change window.,resolved,4
T00764,2025-05-31,UCS,BGP peering,medium,Customer reports bgp peering on UCS; intermittent since last change window.,resolved,3
T00765,2025-09-21,IOS-XE,Interface flapping,medium,Customer reports interface flapping on IOS-XE; intermittent since last change window.,resolved,3
T00766,2025-03-24,Meraki,DNS resolution,low,Customer reports dns resolution on Meraki; intermittent since last change window.,resolved,3
T00767,2025-01-21,NX-OS,Config sync,medium,Customer reports config sync on NX-OS; intermittent since last change window.,resolved,11
T00768,2025-11-12,Webex,Interface flapping,high,Customer reports interface flapping on Webex; intermittent since last change window.,resolved,2
T00769,2025-12-29,ASA,Memory leak,critical,Customer reports memory leak on ASA; intermittent since last change window.,resolved,13
T00770,2025-09-16,NX-OS,CPU spike,medium,Customer reports cpu spike on NX-OS; intermittent since last change window.,open,
T00771,2025-04-24,NX-OS,Firmware upgrade,low,Customer reports firmware upgrade on NX-OS; intermittent since last change window.,resolved,13
T00772,2025-11-13,Meraki,CPU spike,medium,Customer reports cpu spike on Meraki; intermittent since last change window.,resolved,11
T00773,2025-01-05,IOS-XE,Firmware upgrade,medium,Customer reports firmware upgrade on IOS-XE; intermittent since last change window.,pending,
T00774,2025-11-11,Meraki,BGP peering,low,Customer reports bgp peering on Meraki; intermittent since last change window.,resolved,7
T00775,2025-02-28,UCS,BGP peering,high,Customer reports bgp peering on UCS; intermittent since last change window.,open,
T00776,2025-09-22,ASA,Memory leak,medium,Customer reports memory leak on ASA; intermittent since last change window.,resolved,5
T00777,2025-11-30,NX-OS,Interface flapping,low,Customer reports interface flapping on NX-OS; intermittent since last change window.,open,
T00778,2025-10-03,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,13
T00779,2025-04-20,Webex,CPU spike,low,Customer reports cpu spike on Webex; intermittent since last change window.,resolved,12
T00780,2025-08-11,Webex,DNS resolution,low,Customer reports dns resolution on Webex; intermittent since last change window.,resolved,1
T00781,2025-08-24,Webex,Interface flapping,low,Customer reports interface flapping on Webex; intermittent since last change window.,open,
T00782,2025-05-09,Meraki,VPN tunnel drop,high,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,pending,
T00783,2025-07-28,UCS,CPU spike,medium,Customer reports cpu spike on UCS; intermittent since last change window.,resolved,7
T00784,2025-12-11,IOS-XE,Memory leak,medium,Customer reports memory leak on IOS-XE; intermittent since last change window.,resolved,13
T00785,2025-10-27,IOS-XE,Firmware upgrade,low,Customer reports firmware upgrade on IOS-XE; intermittent since last change window.,pending,
T00786,2025-02-24,ASA,Auth failure,low,Customer reports auth failure on ASA; intermittent since last change window.,open,
T00787,2025-08-13,UCS,CPU spike,medium,Customer reports cpu spike on UCS; intermittent since last change window.,resolved,9
T00788,2025-04-23,NX-OS,Auth failure,high,Customer reports auth failure on NX-OS; intermittent since last change window.,resolved,5
T00789,2025-11-21,NX-OS,Interface flapping,high,Customer reports interface flapping on NX-OS; intermittent since last change window.,pending,
T00790,2025-11-28,ASA,Config sync,low,Customer reports config sync on ASA; intermittent since last change window.,resolved,3
T00791,2025-03-05,IOS-XE,VPN tunnel drop,medium,Customer reports vpn tunnel drop on IOS-XE; intermittent since last change window.,resolved,2
T00792,2025-06-06,NX-OS,Auth failure,critical,Customer reports auth failure on NX-OS; intermittent since last change window.,resolved,7
T00793,2025-11-27,Meraki,VPN tunnel drop,low,Customer reports vpn tunnel drop on Meraki; intermittent since last change window.,resolved,5
T00794,2025-04-10,IOS-XE,BGP peering,high,Customer reports bgp peering on IOS-XE; intermittent since last change window.,resolved,14
T00795,2025-10-09,UCS,License activation,low,Customer reports license activation on UCS; intermittent since last change window.,resolved,5
T00796,2025-02-20,NX-OS,Firmware upgrade,medium,Customer reports firmware upgrade on NX-OS; intermittent since last change window.,resolved,3
T00797,2025-12-10,Webex,BGP peering,low,Customer reports bgp peering on Webex; intermittent since last change window.,open,
T00798,2025-04-10,ASA,CPU spike,low,Customer reports cpu spike on ASA; intermittent since last change window.,resolved,12
T00799,2025-10-27,NX-OS,Memory leak,low,Customer reports memory leak on NX-OS; intermittent since last change window.,resolved,7
T00800,2025-03-28,IOS-XE,Interface flapping,high,Customer reports interface flapping on IOS-XE; intermittent since last change window.,resolved,11
